"","id","title","author_id","description","content","date"
"113","113","A Type Theory with a Tiny Object","Mitchell Riley","Category Theory (math.CT)","We present an extension of Martin-Löf Type Theory that contains a tiny object; a type for which there is a right adjoint to the formation of function types as well as the expected left adjoint. We demonstrate the practicality of this type theory by proving various properties related to tininess internally and suggest a few potential applications.","Mon, 4 Mar 2024 11:15:10 UTC (41 KB)"
"114","114","Capacity of the Hebbian-Hopfield network associative memory","Mihailo Stojnic","Machine Learning (stat.ML)","In cite{Hop82}, Hopfield introduced a emph{Hebbian} learning rule based neural network model and suggested how it can efficiently operate as an associative memory. Studying random binary patterns, he also uncovered that, if a small fraction of errors is tolerated in the stored patterns retrieval, the capacity of the network (maximal number of memorized patterns, $m$) scales linearly with each pattern's size, $n$. Moreover, he famously predicted $alpha_c=lim_{nightarrowinfty}frac{m}{n}approx 0.14$. We study this very same scenario with two famous pattern's basins of attraction: 	extbf{emph{(i)}} The AGS one from cite{AmiGutSom85}; and 	extbf{emph{(ii)}} The NLT one from cite{Newman88,Louk94,Louk94a,Louk97,Tal98}. Relying on the emph{fully lifted random duality theory} (fl RDT) from cite{Stojnicflrdt23}, we obtain the following explicit capacity characterizations on the first level of lifting: egin{equation} alpha_c^{(AGS,1)} = left ( max_{deltain left ( 0,frac{1}{2}ight ) }frac{1-2delta}{sqrt{2} mbox{erfinv} left ( 1-2deltaight )} - frac{2}{sqrt{2pi}} e^{-left ( mbox{erfinv}left ( 1-2delta ight )ight )^2}ight )^2 approx mathbf{0.137906} end{equation} egin{equation} alpha_c^{(NLT,1)} = frac{mbox{erf}(x)^2}{2x^2}-1+mbox{erf}(x)^2 approx mathbf{0.129490}, quad 1-mbox{erf}(x)^2- frac{2mbox{erf}(x)e^{-x^2}}{sqrt{pi}x}+frac{2e^{-2x^2}}{pi}=0. end{equation} A substantial numerical work gives on the second level of lifting $alpha_c^{(AGS,2)} approx mathbf{0.138186}$ and $alpha_c^{(NLT,2)} approx mathbf{0.12979}$, effectively uncovering a remarkably fast lifting convergence. Moreover, the obtained AGS characterizations exactly match the replica symmetry based ones of cite{AmiGutSom85} and the corresponding symmetry breaking ones of cite{SteKuh94}.","Mon, 4 Mar 2024 10:10:23 UTC (1,159 KB)"
"115","115","Online Locality Meets Distributed Quantum Computing","Amirreza Akbari, Xavier Coiteux-Roy, Francesco d'Amore, François Le Gall, Henrik Lievonen, Darya Melnyk, Augusto Modanese, Shreyas Pai, Marc-Olivier R","Distributed, Parallel, and Cluster Computing (cs.DC)","We extend the theory of locally checkable labeling problems (LCLs) from the classical LOCAL model to a number of other models that have been studied recently, including the quantum-LOCAL model, finitely-dependent processes, non-signaling model, dynamic-LOCAL model, and online-LOCAL model [e.g. STOC 2024, ICALP 2023]. First, we demonstrate the advantage that finitely-dependent processes have over the classical LOCAL model. We show that all LCL problems solvable with locality $O(log^* n)$ in the LOCAL model admit a finitely-dependent distribution (with constant locality). In particular, this gives a finitely-dependent coloring for regular trees, answering an open question by Holroyd [2023]. This also introduces a new formal barrier for understanding the distributed quantum advantage: it is not possible to exclude quantum advantage for any LCL in the $Theta(log^* n)$ complexity class by using non-signaling arguments. Second, we put limits on the capabilities of all of these models. To this end, we introduce a model called randomized online-LOCAL, which is strong enough to simulate e.g. SLOCAL and dynamic-LOCAL, and we show that it is also strong enough to simulate any non-signaling distribution and hence any quantum-LOCAL algorithm. We prove the following result for trees: if we can solve an LCL problem with locality $o(log^{(5)} n)$ in the randomized online-LOCAL model, we can solve it with locality $O(log^* n)$ in the classical deterministic LOCAL model. Put together, these results show that in trees the set of LCLs that can be solved with locality $O(log^* n)$ is the same across all these models: locality $O(log^* n)$ in quantum-LOCAL, non-signaling model, dynamic-LOCAL, or online-LOCAL is not stronger than locality $O(log^* n)$ in the classical deterministic LOCAL model.","Mon, 4 Mar 2024 10:03:54 UTC (1,634 KB)"
"116","116","Random Generation of Git Graphs","Julien Courtiel (GREYC), Martin Pépin (GREYC)","Data Structures and Algorithms (cs.DS)","Version Control Systems, such as Git and Mercurial, manage the history of a project as a Directed Acyclic Graph encoding the various divergences and synchronizations happening in its life cycle. A popular workflow in the industry, called the feature branch workflow, constrains these graphs to be of a particular shape: a unique main branch, and non-interfering feature branches. Here we focus on the uniform random generation of those graphs with n vertices, including k on the main branch, for which we provide three algorithms, for three different use-cases. The first, based on rejection, is efficient when aiming for small values of k (more precisely whenever k = O($sqrt$ n)). The second takes as input any number k of commits in the main branch, but requires costly precalculation. The last one is a Boltzmann generator and enables us to generate very large graphs while targeting a constant k/n ratio. All these algorithms are linear in the size of their outputs.","Mon, 4 Mar 2024 10:01:00 UTC (187 KB)"
"117","117","Information Lower Bounds for Robust Mean Estimation","Rémy Degenne, Timothée Mathieu","Statistics Theory (math.ST)","We prove lower bounds on the error of any estimator for the mean of a real probability distribution under the knowledge that the distribution belongs to a given set. We apply these lower bounds both to parametric and nonparametric estimation. In the nonparametric case, we apply our results to the question of sub-Gaussian estimation for distributions with finite variance to obtain new lower bounds in the small error probability regime, and present an optimal estimator in that regime. In the (semi-)parametric case, we use the Fisher information to provide distribution-dependent lower bounds that are constant-tight asymptotically, of order $sqrt{2log(1/delta)/(nI)}$ where $I$ is the Fisher information of the distribution. We use known minimizers of the Fisher information on some nonparametric set of distributions to give lower bounds in cases such as corrupted distributions, or bounded/semi-bounded distributions.","Mon, 4 Mar 2024 09:52:15 UTC (52 KB)"
"118","118","On $3$-dimensional MRD codes of type $langle x^{q^t},x+δx^{q^{2t}},G(x) angle$","Daniele Bartoli, Francesco Ghiandoni","Information Theory (cs.IT)","In this work we present results on the classification of $mathbb{F}_{q^n}$-linear MRD codes of dimension three. In particular, using connections with certain algebraic varieties over finite fields, we provide non-existence results for MRD codes $mathcal{C}=langle x^{q^t}, F(x), G(x) angle subseteq mathcal{L}_{n,q}$ of exceptional type, i.e. such that $mathcal{C}$ is MRD over infinite many extensions of the field $mathbb{F}_{q^n}$. These results partially address a conjecture of Bartoli, Zini and Zullo in 2023.","Mon, 4 Mar 2024 09:49:10 UTC (407 KB)"
"119","119","The positive energy theorem for weighted asymptotically anti-de Sitter spacetimes","Yaohua Wang, Xiao Zhang","General Relativity and Quantum Cosmology (gr-qc)","The positive energy theorem for weighted asymptotically flat spin manifolds was proved by Baldauf and Ozuch cite{BO}, and for non-spin case by Chu and Zhu cite{CZh}. In this paper, we generalize the positive energy theorem for 3-dimensional asymptotically anti-de Sitter initial data sets to weighted asymptotically anti-de Sitter initial data sets assuming that the weighted dominant energy condition holds.","Mon, 4 Mar 2024 09:42:05 UTC (14 KB)"
"120","120","Progressive Smoothing for Motion Planning in Real-Time NMPC","Rudolf Reiter, Katrin Baumgärtner, Rien Quirynen, Moritz Diehl","Systems and Control (eess.SY)","Nonlinear model predictive control (NMPC) is a popular strategy for solving motion planning problems, including obstacle avoidance constraints, in autonomous driving applications. Non-smooth obstacle shapes, such as rectangles, introduce additional local minima in the underlying optimization problem. Smooth over-approximations, e.g., ellipsoidal shapes, limit the performance due to their conservativeness. We propose to vary the smoothness and the related over-approximation by a homotopy. Instead of varying the smoothness in consecutive sequential quadratic programming iterations, we use formulations that decrease the smooth over-approximation from the end towards the beginning of the prediction horizon. Thus, the real-time iterations algorithm is applicable to the proposed NMPC formulation. Different formulations are compared in simulation experiments and shown to successfully improve performance indicators without increasing the computation time.","Mon, 4 Mar 2024 08:26:14 UTC (2,275 KB)"
"121","121","Macroscopic auxiliary asymptotic preserving neural networks for the linear radiative transfer equations","Hongyan Li, Song Jiang, Wenjun Sun, Liwei Xu, Guanyu Zhou","Numerical Analysis (math.NA)","We develop a Macroscopic Auxiliary Asymptotic-Preserving Neural Network (MA-APNN) method to solve the time-dependent linear radiative transfer equations (LRTEs), which have a multi-scale nature and high dimensionality. To achieve this, we utilize the Physics-Informed Neural Networks (PINNs) framework and design a new adaptive exponentially weighted Asymptotic-Preserving (AP) loss function, which incorporates the macroscopic auxiliary equation that is derived from the original transfer equation directly and explicitly contains the information of the diffusion limit equation. Thus, as the scale parameter tends to zero, the loss function gradually transitions from the transport state to the diffusion limit state. In addition, the initial data, boundary conditions, and conservation laws serve as the regularization terms for the loss. We present several numerical examples to demonstrate the effectiveness of MA-APNNs.","Mon, 4 Mar 2024 08:10:42 UTC (1,269 KB)"
"122","122","Tsallis Entropy Regularization for Linearly Solvable MDP and Linear Quadratic Regulator","Yota Hashizume, Koshi Oishi, Kenji Kashima","Optimization and Control (math.OC)","Shannon entropy regularization is widely adopted in optimal control due to its ability to promote exploration and enhance robustness, e.g., maximum entropy reinforcement learning known as Soft Actor-Critic. In this paper, Tsallis entropy, which is a one-parameter extension of Shannon entropy, is used for the regularization of linearly solvable MDP and linear quadratic regulators. We derive the solution for these problems and demonstrate its usefulness in balancing between exploration and sparsity of the obtained control law.","Mon, 4 Mar 2024 07:53:15 UTC (407 KB)"
"123","123","Weakly modular graphs with diamond condition, the interval function and axiomatic characterizations","Lekshmi Kamal Kamalolbhavan-Sheela, Jeny Jacob, Manoj Changat","Combinatorics (math.CO)","Weakly modular graphs are defined as the class of graphs that satisfy the emph{triangle condition ($TC$)} and the emph{quadrangle condition ($QC$)}. We study an interesting subclass of weakly modular graphs that satisfies a stronger version of the triangle condition, known as the emph{triangle diamond condition ($TDC$)}. and term this subclass of weakly modular graphs as the emph{diamond-weakly modular graphs}. It is observed that this class contains the class of bridged graphs and the class of weakly bridged graphs. The interval function $I_G$ of a connected graph $G$ with vertex set $V$ is an important concept in metric graph theory and is one of the prime example of a transit function; a set function defined on the Cartesian product $V	imes V$ to the power set of $V$ satisfying the expansive, symmetric and idempotent axioms. In this paper, we derive an interesting axiom denoted as $(J0')$, obtained from a well-known axiom introduced by Marlow Sholander in 1952, denoted as $(J0)$. It is proved that the axiom $(J0')$ is a characterizing axiom of the diamond-weakly modular graphs. We propose certain types of independent first-order betweenness axioms on an arbitrary transit function $R$ and prove that an arbitrary transit function becomes the interval function of a diamond-weakly modular graph if and only if $R$ satisfies these betweenness axioms. Similar characterizations are obtained for the interval function of bridged graphs and weakly bridged graphs.","Mon, 4 Mar 2024 06:59:03 UTC (491 KB)"
"124","124","A Safe Screening Rule with Bi-level Optimization of $ν$ Support Vector Machine","Zhiji Yang, Wanyi Chen, Huan Zhang, Yitian Xu, Lei Shi, Jianhua Zhao","Machine Learning (cs.LG)","Support vector machine (SVM) has achieved many successes in machine learning, especially for a small sample problem. As a famous extension of the traditional SVM, the $
u$ support vector machine ($
u$-SVM) has shown outstanding performance due to its great model interpretability. However, it still faces challenges in training overhead for large-scale problems. To address this issue, we propose a safe screening rule with bi-level optimization for $
u$-SVM (SRBO-$
u$-SVM) which can screen out inactive samples before training and reduce the computational cost without sacrificing the prediction accuracy. Our SRBO-$
u$-SVM is strictly deduced by integrating the Karush-Kuhn-Tucker (KKT) conditions, the variational inequalities of convex problems and the $
u$-property. Furthermore, we develop an efficient dual coordinate descent method (DCDM) to further improve computational speed. Finally, a unified framework for SRBO is proposed to accelerate many SVM-type models, and it is successfully applied to one-class SVM. Experimental results on 6 artificial data sets and 30 benchmark data sets have verified the effectiveness and safety of our proposed methods in supervised and unsupervised tasks.","Mon, 4 Mar 2024 06:55:57 UTC (2,675 KB)"
"125","125","How Multimodal Integration Boost the Performance of LLM for Optimization: Case Study on Capacitated Vehicle Routing Problems","Yuxiao Huang, Wenjie Zhang, Liang Feng, Xingyu Wu, Kay Chen Tan","Artificial Intelligence (cs.AI)","Recently, large language models (LLMs) have notably positioned them as capable tools for addressing complex optimization challenges. Despite this recognition, a predominant limitation of existing LLM-based optimization methods is their struggle to capture the relationships among decision variables when relying exclusively on numerical text prompts, especially in high-dimensional problems. Keeping this in mind, we first propose to enhance the optimization performance using multimodal LLM capable of processing both textual and visual prompts for deeper insights of the processed optimization problem. This integration allows for a more comprehensive understanding of optimization problems, akin to human cognitive processes. We have developed a multimodal LLM-based optimization framework that simulates human problem-solving workflows, thereby offering a more nuanced and effective analysis. The efficacy of this method is evaluated through extensive empirical studies focused on a well-known combinatorial optimization problem, i.e., capacitated vehicle routing problem. The results are compared against those obtained from the LLM-based optimization algorithms that rely solely on textual prompts, demonstrating the significant advantages of our multimodal approach.","Mon, 4 Mar 2024 06:24:21 UTC (12,412 KB)"
"126","126","Statistical Mechanics of Dynamical System Identification","Andrei A. Klishin, Joseph Bakarji, J. Nathan Kutz, Krithika Manohar","Statistical Mechanics (cond-mat.stat-mech)","Recovering dynamical equations from observed noisy data is the central challenge of system identification. We develop a statistical mechanical approach to analyze sparse equation discovery algorithms, which typically balance data fit and parsimony through a trial-and-error selection of hyperparameters. In this framework, statistical mechanics offers tools to analyze the interplay between complexity and fitness, in analogy to that done between entropy and energy. To establish this analogy, we define the optimization procedure as a two-level Bayesian inference problem that separates variable selection from coefficient values and enables the computation of the posterior parameter distribution in closed form. A key advantage of employing statistical mechanical concepts, such as free energy and the partition function, is in the quantification of uncertainty, especially in in the low-data limit; frequently encountered in real-world applications. As the data volume increases, our approach mirrors the thermodynamic limit, leading to distinct sparsity- and noise-induced phase transitions that delineate correct from incorrect identification. This perspective of sparse equation discovery, is versatile and can be adapted to various other equation discovery algorithms.","Mon, 4 Mar 2024 04:32:28 UTC (2,038 KB)"
"127","127","Soft-constrained Schrodinger Bridge: a Stochastic Control Approach","Jhanvi Garg, Xianyang Zhang, Quan Zhou","Machine Learning (stat.ML)","Schrödinger bridge can be viewed as a continuous-time stochastic control problem where the goal is to find an optimally controlled diffusion process with a pre-specified terminal distribution $mu_T$. We propose to generalize this stochastic control problem by allowing the terminal distribution to differ from $mu_T$ but penalizing the Kullback-Leibler divergence between the two distributions. We call this new control problem soft-constrained Schrödinger bridge (SSB). The main contribution of this work is a theoretical derivation of the solution to SSB, which shows that the terminal distribution of the optimally controlled process is a geometric mixture of $mu_T$ and some other distribution. This result is further extended to a time series setting. One application of SSB is the development of robust generative diffusion models. We propose a score matching-based algorithm for sampling from geometric mixtures and showcase its use via a numerical example for the MNIST data set.","Mon, 4 Mar 2024 04:10:24 UTC (1,907 KB)"
"128","128","Atropos-k is PSPACE-complete","Chao Yang, Zhujun Zhang","Computational Complexity (cs.CC)","Burke and Teng introduced a two-player combinatorial game Atropos based on Sperner's lemma, and showed that deciding whether one has a winning strategy for Atropos is PSPACE-complete. In the original Atropos game, the players must color a node adjacent to the last colored node. Burke and Teng also mentioned a variant Atropos-k in which each move is at most of distance k of the previous move, and asked a question on determining the computational complexity of this variant. In this paper, we answer this question by showing that for any fixed integer k (k>=2), Atropos-k is PSPACE-complete by reduction from True Quantified Boolean Formula (TQBF).","Mon, 4 Mar 2024 01:07:41 UTC (31 KB)"
"129","129","Geometry and Stability of Supervised Learning Problems","Facundo Mémoli, Brantley Vose, Robert C. Williamson","Machine Learning (cs.LG)","We introduce a notion of distance between supervised learning problems, which we call the Risk distance. This optimal-transport-inspired distance facilitates stability results; one can quantify how seriously issues like sampling bias, noise, limited data, and approximations might change a given problem by bounding how much these modifications can move the problem under the Risk distance. With the distance established, we explore the geometry of the resulting space of supervised learning problems, providing explicit geodesics and proving that the set of classification problems is dense in a larger class of problems. We also provide two variants of the Risk distance: one that incorporates specified weights on a problem's predictors, and one that is more sensitive to the contours of a problem's risk landscape.","Mon, 4 Mar 2024 00:48:36 UTC (911 KB)"
"130","130","Noise sensitivity and stability on groups","Ryokichi Tanaka","Probability (math.PR)","We provide finitely generated infinite groups on which natural random walks are noise sensitive in total variation as well as ones on which natural random walks are noise stable in total variation.","Mon, 4 Mar 2024 00:44:07 UTC (37 KB)"
"131","131","Generalized pair-wise logit dynamic and its connection to a mean field game: theoretical and computational investigations focusing on resource managem","Hidekazu Yoshioka, Motoh Tsujimura","Optimization and Control (math.OC)","Logit dynamics are evolution equations that describe transitions to equilibria of actions among many players. We formulate a pair-wise logit dynamic in a continuous action space with a generalized exponential function, which we call a generalized pair-wise logit dynamic, depicted by a new evolution equation nonlocal in space. We prove the well-posedness and approximability of the generalized pair-wise logit dynamic to show that it is computationally implementable. We also show that this dynamic has an explicit connection to a mean field game of a controlled pure-jump process, with which the two different mathematical models can be understood in a unified way. Particularly, we show that the generalized pair-wise logit dynamic is derived as a myopic version of the corresponding mean field game, and that the conditions to guarantee the existence of unique solutions are different from each other. The key in this procedure is to find the objective function to be optimized in the mean field game based on the logit function. The monotonicity of the utility is unnecessary for the generalized pair-wise logit dynamic but crucial for the mean field game. Finally, we present applications of the two approaches to fisheries management problems with collected data.","Mon, 4 Mar 2024 00:41:34 UTC (2,233 KB)"
"132","132","Spectral antisymmetry of twisted graph adjacency","Ye Luo, Arindam Roy","Combinatorics (math.CO)","We address a prime counting problem across the homology classes of a graph, presenting a graph-theoretical Dirichlet-type analogue of the prime number theorem. The main machinery we have developed and employed is a spectral antisymmetry theorem, revealing that the spectra of the twisted graph adjacency matrices have an antisymmetric distribution over the character group of the graph. Additionally, we derive some trace formulas based on the twisted adjacency matrices as part of our analysis.","Sun, 3 Mar 2024 15:55:05 UTC (416 KB)"
"133","133","Local weak convergence and its applications","Sayan Banerjee, Shankar Bhamidi, Jianan Shen, Seth Parker Young","Probability (math.PR)","Motivated in part by understanding average case analysis of fundamental algorithms in computer science, and in part by the wide array of network data available over the last decade, a variety of random graph models, with corresponding processes on these objects, have been proposed over the last few years. The main goal of this paper is to give an overview of local weak convergence, which has emerged as a major technique for understanding large network asymptotics for a wide array of functionals and models. As opposed to a survey, the main goal is to try to explain some of the major concepts and their use to junior researchers in the field and indicate potential resources for further reading.","Sun, 3 Mar 2024 15:43:19 UTC (9,601 KB)"
"134","134","Conditional normality and finite-state dimensions revisited","Alexander Shen","Information Theory (cs.IT)","The notion of a normal bit sequence was introduced by Borel in 1909; it was the first definition of an individual random object. Normality is a weak notion of randomness requiring only that all $2^n$ factors (substrings) of arbitrary length~$n$ appear with the same limit frequency $2^{-n}$. Later many stronger definitions of randomness were introduced, and in this context normality found its place as ``randomness against a finite-memory adversary''. A quantitative measure of finite-state compressibility was also introduced (the finite-state dimension) and normality means that the finite state dimension is maximal (equals~$1$). Recently Nandakumar, Pulari and S (2023) introduced the notion of relative finite-state dimension for a binary sequence with respect to some other binary sequence (treated as an oracle), and the corresponding notion of conditional (relative) normality. (Different notions of conditional randomness were considered before, but not for the finite memory case.) They establish equivalence between the block frequency and the gambling approaches to conditional normality and finite-state dimensions. In this note we revisit their definitions and explain how this equivalence can be obtained easily by generalizing known characterizations of (unconditional) normality and dimension in terms of compressibility (finite-state complexity), superadditive complexity measures and gambling (finite-state gales), thus also answering some questions left open in the above-mentioned paper.","Sun, 3 Mar 2024 15:23:56 UTC (19 KB)"
"135","135","A new family of $2$-scattered subspaces and related MRD codes","Daniele Bartoli, Francesco Ghiandoni, Alessandro Giannoni, Giuseppe Marino","Combinatorics (math.CO)","Scattered subspaces and $h$-scattered subspaces have been extensively studied in recent decades for both theoretical purposes and their connections to various applications. While numerous constructions of scattered subspaces exist, relatively few are known about $h$-scattered subspaces with $hgeq2$. In this paper, we establish the existence of maximum $2$-scattered $F_q$-subspaces in $V(r,q^6)$ whenever $rgeq 3$, $r
e 5$, and $q$ is an odd power of $2$. Additionally, we explore the corresponding MRD codes.","Sun, 3 Mar 2024 13:09:20 UTC (22 KB)"
"136","136","A face-centred finite volume method for laminar and turbulent incompressible flows","Luan M. Vieira, Matteo Giacomini, Ruben Sevilla, Antonio Huerta","Fluid Dynamics (physics.flu-dyn)","This work develops, for the first time, a face-centred finite volume (FCFV) solver for the simulation of laminar and turbulent viscous incompressible flows. The formulation relies on the Reynolds-averaged Navier-Stokes (RANS) equations coupled with the negative Spalart-Allmaras (SA) model and three novel convective stabilisations, inspired by Riemann solvers, are derived and compared numerically. The resulting method achieves first-order convergence of the velocity, the velocity-gradient tensor and the pressure. FCFV accurately predicts engineering quantities of interest, such as drag and lift, on unstructured meshes and, by avoiding gradient reconstruction, the method is insensitive to mesh quality, even in the presence of highly distorted and stretched cells. A monolithic and a staggered solution strategies for the RANS-SA system are derived and compared numerically. Numerical benchmarks, involving laminar and turbulent, steady and transient cases are used to assess the performance, accuracy and robustness of the proposed FCFV method.","Sun, 3 Mar 2024 12:12:47 UTC (17,916 KB)"
"137","137","Ultimate codes","Ted Hurley","Information Theory (cs.IT)","A linear block code over a field can be derived from a unit scheme. Looking at codes as structures within a unit scheme greatly extends the availability of linear block and convolutional codes and allows the construction of the codes to required length, rate, distance and type. Properties of a code emanate from properties of the unit from which it was derived. %% can thus be constructed and analysed by designating the units whose properties would give the required codes. Orthogonal units, units in group rings, Fourier/Vandermonde units and related units are used to construct and analyse linear block and convolutional codes and to construct these to predefined length, rate, distance and type. Self-dual, dual containing, quantum error-correcting and complementary dual linear block and convolutional codes are constructed. Low density parity check linear block and convolutional codes are constructed using group rings and are constructed with no short cycles in the control matrix. From a single unit, multiple codes of a required type are derivable.","Sun, 3 Mar 2024 12:02:46 UTC (41 KB)[v2] Tue, 5 Mar 2024 14:59:00 UTC (41 KB)"
"138","138","Distributed Discrete-time Dynamic Outer Approximation of the Intersection of Ellipsoids","Eduardo Sebastián, Rodrigo Aldana-López, Rosario Aragüés, Eduardo Montijano, Carlos Sagüés","Optimization and Control (math.OC)","This paper presents the first discrete-time distributed algorithm to track the tightest ellipsoids that outer approximates the global dynamic intersection of ellipsoids. The ellipsoids are defined as time-varying positive definite matrices. On the other hand, given an undirected network, each node is equipped with one of these ellipsoids. The solution is based on a novel distributed reformulation of the original centralized semi-definite outer Löwner-John program, characterized by a non-separable objective function and global constraints. We prove finite-time convergence to the global minima of the centralized problem in the static case and finite-time bounded tracking error in the dynamic case. Moreover, we prove boundedness of estimation in the tracking of the global optimum and robustness in the estimation against time-varying inputs. As a by-product, the proposed algorithm extends min/max dynamic consensus algorithms to positive definite matrices. We illustrate the properties of the algorithm with different simulated examples, including a distributed estimation showcase where our proposal is integrated into a distributed Kalman filter to surpass the state-of-the-art in mean square error performance.","Sun, 3 Mar 2024 11:08:52 UTC (1,614 KB)"
"139","139","Preserving correlations: A statistical method for generating synthetic data","Nicklas Jävergård, Rainey Lyons, Adrian Muntean, Jonas Forsman","Machine Learning (cs.LG)","We propose a method to generate statistically representative synthetic data. The main goal is to be able to maintain in the synthetic dataset the correlations of the features present in the original one, while offering a comfortable privacy level that can be eventually tailored on specific customer demands. We describe in detail our algorithm used both for the analysis of the original dataset and for the generation of the synthetic data points. The approach is tested using a large energy-related dataset. We obtain good results both qualitatively (e.g. via vizualizing correlation maps) and quantitatively (in terms of suitable $ell^1$-type error norms used as evaluation metrics). The proposed methodology is general in the sense that it does not rely on the used test dataset. We expect it to be applicable in a much broader context than indicated here.","Sun, 3 Mar 2024 10:35:46 UTC (493 KB)"
"140","140","Distributed Least-Squares Optimization Solvers with Differential Privacy","Weijia Liu, Lei Wang, Fanghong Guo, Zhengguang Wu, Hongye Su","Optimization and Control (math.OC)","This paper studies the distributed least-squares optimization problem with differential privacy requirement of local cost functions, for which two differentially private distributed solvers are proposed. The first is established on the distributed gradient tracking algorithm, by appropriately perturbing the initial values and parameters that contain the privacy-sensitive data with Gaussian and truncated Laplacian noises, respectively. Rigorous proofs are established to show the achievable trade-off between the ({epsilon}, {delta})-differential privacy and the computation accuracy. The second solver is established on the combination of the distributed shuffling mechanism and the average consensus algorithm, which enables each agent to obtain a noisy version of parameters characterizing the global gradient. As a result, the least-squares optimization problem can be eventually solved by each agent locally in such a way that any given ({epsilon}, {delta})-differential privacy requirement can be preserved while the solution may be computed with the accuracy independent of the network size, which makes the latter more suitable for large-scale distributed least-squares problems. Numerical simulations are presented to show the effectiveness of both solvers.","Sun, 3 Mar 2024 08:14:50 UTC (92 KB)"
"141","141","The Implicit Bias of Heterogeneity towards Invariance and Causality","Yang Xu, Yihong Gu, Cong Fang","Machine Learning (cs.LG)","It is observed empirically that the large language models (LLM), trained with a variant of regression loss using numerous corpus from the Internet, can unveil causal associations to some extent. This is contrary to the traditional wisdom that ``association is not causation'' and the paradigm of traditional causal inference in which prior causal knowledge should be carefully incorporated into the design of methods. It is a mystery why causality, in a higher layer of understanding, can emerge from the regression task that pursues associations. In this paper, we claim the emergence of causality from association-oriented training can be attributed to the coupling effects from the heterogeneity of the source data, stochasticity of training algorithms, and over-parameterization of the learning models. We illustrate such an intuition using a simple but insightful model that learns invariance, a quasi-causality, using regression loss. To be specific, we consider multi-environment low-rank matrix sensing problems where the unknown r-rank ground-truth d*d matrices diverge across the environments but contain a lower-rank invariant, causal part. In this case, running pooled gradient descent will result in biased solutions that only learn associations in general. We show that running large-batch Stochastic Gradient Descent, whose each batch being linear measurement samples randomly selected from a certain environment, can successfully drive the solution towards the invariant, causal solution under certain conditions. This step is related to the relatively strong heterogeneity of the environments, the large step size and noises in the optimization algorithm, and the over-parameterization of the model. In summary, we unveil another implicit bias that is a result of the symbiosis between the heterogeneity of data and modern algorithms, which is, to the best of our knowledge, first in the literature.","Sun, 3 Mar 2024 07:38:24 UTC (105 KB)"
"142","142","Uniform $mathcal{C}^k$ Approximation of $G$-Invariant and Antisymmetric Functions, Embedding Dimensions, and Polynomial Representations","Soumya Ganguly, Khoa Tran, Rahul Sarkar","Machine Learning (cs.LG)","For any subgroup $G$ of the symmetric group $mathcal{S}_n$ on $n$ symbols, we present results for the uniform $mathcal{C}^k$ approximation of $G$-invariant functions by $G$-invariant polynomials. For the case of totally symmetric functions ($G = mathcal{S}_n$), we show that this gives rise to the sum-decomposition Deep Sets ansatz of Zaheer et al. (2018), where both the inner and outer functions can be chosen to be smooth, and moreover, the inner function can be chosen to be independent of the target function being approximated. In particular, we show that the embedding dimension required is independent of the regularity of the target function, the accuracy of the desired approximation, as well as $k$. Next, we show that a similar procedure allows us to obtain a uniform $mathcal{C}^k$ approximation of antisymmetric functions as a sum of $K$ terms, where each term is a product of a smooth totally symmetric function and a smooth antisymmetric homogeneous polynomial of degree at most $inom{n}{2}$. We also provide upper and lower bounds on $K$ and show that $K$ is independent of the regularity of the target function, the desired approximation accuracy, and $k$.","Sat, 2 Mar 2024 23:19:10 UTC (73 KB)"
"143","143","Quantifying Maximum Actuator Degradation for a Given $H_2/H_{infty}$ Performance with Full-State Feedback Control","Hrishav Das, Eliot Nychka, Raktim Bhattacharya","Systems and Control (eess.SY)","In this paper, we address the issue of quantifying maximum actuator degradation in linear time-invariant dynamical systems. We present a new unified framework for computing the state-feedback controller gain that meets a user-defined closed-loop performance criterion while also maximizing actuator degradation. This degradation is modeled as a first-order filter with additive noise. Our approach involves two novel convex optimization formulations that concurrently determine the controller gain, maximize actuator degradation, and maintain the desired closed-loop performance in both the $H_2$ and $H_{infty}$ system norms. The results are limited to open-loop stable systems. We demonstrate the application of our results through the design of a full-state feedback controller for a model representing the longitudinal motion of the F-16 aircraft.","Sat, 2 Mar 2024 22:38:44 UTC (968 KB)"
"144","144","The legacy of Bletchley Park on UK mathematics","Daniel Shiu","History and Overview (math.HO)","The second world war saw a major influx of mathematical talent into the areas of cryptanalysis and cryptography. This was particularly true at the UK's Government Codes and Cypher School (GCCS) at Bletchley Park. The success of introducing mathematical thinking into activities previously dominated by linguists is well-studied, but the reciprocal question of how the cryptologic effort affected the field of mathematics has been less investigated. Although their cryptologic achievements are not as celebrated as those of Turing, Tutte and Welchman, Bletchley Park's effort was supplemented by more eminent mathematicians, and those who would achieve eminence and provide leadership and direction for mathematical research in the United Kingdom. Amongst their number were Ian Cassels, Sandy Green, Philip Hall, Max Newman and Henry Whitehead. This paper considers how the experience of these and other mathematicians at Bletchley Park may have informed and influenced the mathematics that was produced in their post-war careers.","Sat, 2 Mar 2024 22:32:49 UTC (15 KB)"
