"","Name","Reviewer","Date","Rating","Content","Review"
"2153","game of thrones","filmfanatic2023",2022-12-22,8," a fun and visually appealing adventure
","a delightful animated film that offers fast-paced humor, elaborate visuals, and strong voice acting from a talented cast. antonio banderas once again brings charm and depth to the titular character, and harvey guillen steals the show as the sweet and enthusiastic perrito. the dynamic between puss, perrito, and kitty softpaws (voiced by salma hayek pinault) is engaging and adds substance to what could have been a purely playful endeavor. the film's anime-influenced action sequences are visually striking, and the use of dramatic shadows and subtle dissolves helps to smoothly transition between scenes. overall, ""puss in boots: the last wish"" is a fun and visually appealing adventure that is sure to entertain audiences of all ages."
"2154","game of thrones","planktonrules",2023-03-17,8," a cgi film more for the grown-ups than the kids.
","""puss in boots: the last wish"" is a most unusual cgi film from dreamworks. this is because although kids might like it, it's clearly intended for adults. after all, the film has very strong existential elements....things that would be mostly lost on kids.this film starts with the usual self-assured heroism you would expect in a puss in boots cartoon. but then something most unusual happens...after defying death again and again, puss suddenly realizes his own mortality, as he realizes he's used up eight of his nine lives...and soon he will die once and for all! as a result, he's now afraid to be his old dashing self. so, he goes off in search of some magical wish...in the hopes that he can regain his previous lives. but, not surprisingly, along the way he discovers so much more.the animation is lovely and the story quite enjoyable. there really isn't much to complain about with this story...it's well made and hard not to like. it also is amazingly deep and unusual...not the usual vacuous sequel just made to capitalize on the original film's success."
"2155","game of thrones","amenzli",2022-12-15,10," haven't seen an animated movie like this in years
","wow ! dreamsworks has always been good with sequels and i think it is safe to say this might be their best sequel to date .without giving much of the plot there are many new characters and fairy tales introduced here and they actually help elevate the story alongside with being so cute ,loveable and hilarious .appealing to both kids and adults ,this movie was a treat ,it mixes being a fun continuation to the story without repeating the same tropes of the first movie and also handles heavy topics without feeling grim ,dark or taking itself too seriously.highly recommended and worth every penny 👌"
"2156","game of thrones","huwbutts",2023-02-16,10," puts most recent movies, not just animated movies, to shame.
","in an age when movie and tv franchises seem to aim just to be divisive and disappointing (i'm looking at you, disney), i don't think anyone was expecting much from puss in boots: the last wish - certainly not i.after the first 5 minutes, i knew this was something special.firstly, the art style is phenomenal - taking ideas from arkane and enter the spiderverse, every frame looks like it could be a painting (which is intentional and very hard to pull off), and the action/cinematography is top fluid but bombastic. the 2d elements make it appear hand-animated at times, which adds to the magical feel, and makes it feel like it belongs with the animated greats of last century.the music is incredible, with tunes that will stick in your head for weeks, and the fight choreography syncing with the beat makes most of the movie feel like a 1.5 hour long trailer (which is obviously a good thing).the dialogue is incredibly written, along with the story as a whole. not a line is wasted - this is the most efficient storytelling i think i've ever seen. in a 'short' movie, characters are introduced and fleshed out in such a way that they will stick with you, and you can't wait to see them again. the cast do a great job of selling them too. goldi and the bears come out with brilliant british-isms, and as another reviewer said, the script grapples with very deep themes without taking itself too seriously.and then there's the wolf. this character is why the movie is a solid 10 for me. his style, his voice, his motivation, just his whole deal, is the reason this is now in my top 5 movies of all time (no, i'm serious).at a time when disney seem set on watering down their movies such that they have no plot, no antagonists, no stakes, no soul - dreamworks have taken on the mantle.it made me laugh, and it made me well up - even on re-watching. partly because it has some touching moments, but also because it reminds me of better, simpler days, when people knew right from wrong, when love and romance were valued. you might think i'm overselling it, but hollywood is where the fight for our values is playing out.there are those that say that hollywood is done - i know i do. but dreamworks have provided a glimmer of hope in the most excellent way."
"2157","game of thrones","thezodiacdozenbooks",2022-12-21,10," the best movie in the entire shrek franchise!
","you heard me! my wife and i just got back from the theater, and absolutely loved this movie, even more than any of the shrek movies and the first puss in boots!this movie has so much to love, from beautiful visuals/action to consistent humor that actually had us laughing to engaging characters, both old and new. such a fun time, and so worth seeing in the theaters, though we'll definitely be picking up a copy once it's out on dvd!without giving too much away, there are several different antagonists in this movie that scratch all the bad-guy itches, covering the spectrum from totally hateable to horrifying to relatable and sympathetic. a great cast! also, the magical world they came up with for this movie was awesome, with some really cool/unique features!at first, we were a little worried about the dog character, neither of us being big fans of daffy sidekicks, but we were pleasantly surprised to find ourselves rooting for him! he's hilarious, and that's coming from a cat-lover!several callbacks to the first puss in boots movie made this one feel less like a spin-off than a worthy standalone franchise, and the movie was packed with magical references that all ages will be able to recognize and enjoy.do yourself a favor and free a few hours for this one!! a rare 10 from me!!"
"2158","game of thrones","bugger-17071",2022-12-17,10," outstandingly good
","it is beyond crazy how good this movie was. the character development was so very well-done, puss experiencing fear for the first time, and his fear of mortality was so palpable, well, reasoned and relatable.death's characterizations was on point, his motivation made complete sense, and he was really horrifying, i totally understood why puss was so afraid of him.the side characters were all likeable. the dog was a delight, and the bear family's arc was genuinely touching with several emotional moments.they also landed the ending, and the final shot not only gave me major pirates of the carribbean vibes, it also gave me so much hope for what's to come. i would be happy if they made another installment."
"2159","game of thrones","rgkarim",2022-12-22,8," a wish can come true! solid start to dreamworks redemption
","likes:pacing
-very good for kids and adults with short attention spans
-jumps in and establishes the world quickly so that the adventure can start right off and get us into the goods.-surprisingly, still establishes story and does a great job of giving the character's the development they need, well mostly
-is an adventurous pace that really strings along and has excitement, establishing the edge.-fun overall and jams a lot in a short amount of time.adorable characters/feel
-new characters are adorable, these iconic groups expanded to the next model characters we all want
-fantastic use of design and voice acting to help further establish gimmicks that kids will be quoting for years to come.-the feel of the movie is indeed adorable, and as the character's continue to evolve that adorable feel comes out even more and wraps so many things up in the nice bow.-has that element of shrek that is touching and full of that charm that adds the adorable nature.the animation
-it's gorgeous at times and still runs smooth, with that attention to anatomy dreamworks does so well.-the design still mimics the blend of real and fairytale, blending the best of both worlds that we have fallen in love with this series.-the world building is very fun, again familiar trends and architecture, but the spin of things shows the creativity that they can always do that i certainly enjoy with their adult twists to the nursery rhymes.-and it tries new things with the style that sort of work.-overall , still top notch and better in some aspects than disney for the blend of real and cartoons.the voice acting:
-many characters are brought to life by the voice more than the animation, as the personalities ooze out of the characters.-mulaney is hilarious and makes the lines come out with that snl like delivery that is snarky, well-timed, and enunciated. he own the horner character and brought some of the best lines.-wagner moura is so bone-chilling in his role as the big-bad wolf, and he really is a prime choice for a bad guy to really get that sinister side going.-though consistency does not make sense, the three bears are charming in their own sense the farther you get in.-pugh is okay, not my favorite role as goldi, but certainly there is spark there and what she does throw in is very good for the headstrong leader. note, the accent is a bit forced, but impressed how she makes it work.-guillen is the dog, and his enunciation and direction with the cute puppy is charming and the most adorable thing of the movie. it does start out annoying, but he evolves the energy quite well.-hayek's reprisal is just fine as always, sassy, calm, but emotional when the time comes and balances things out that really help establish the rival aspect of the cat in shoes.-banderas takes boots and reprises the comedy and spirit well with the passion of the spanish stereotype. and yet, he once again adds elements to him and takes the new emotions that are presented quite well, establishing the growth of the character with the visuals.the references/jokes
-the stories people remember are back and starting to really become known and connect to the humor of shrek.-it's dark, twisted, and very well timed at many parts, somehow being relevant, but still fun as it moves with the stories.-the fact the humor is part of the character and not so extremely forced for the most part, again fantastic strategy.-it feels like the first two shrek's and is a part of it rather than the whole thing. again, refreshing that they were able to step back.the designs changes to an extent
-creative and references to several styles that are cool to see.-like into the spiderverse? good, because it feels partly like that when they issue this style, helping to emphasize the manner of storytelling that puss does.-not overused, which is very good for me.the action at times
-shrek is never an action film, but there is a charm and element to it that makes it fun to watch.-this movie does have those moments, having the comedic fun to make things goofy, but also has some circumstances that mix things up and make it fun.-the ending fight shows the potential of what dreamworks can do when you put the focus and time in, making for one of the better fight scenes i've seen this year.the heart
-lots of good character moments that really teach you the lessons of the movie.-the movie is a relevant look at the aspects of life and the things we mortals dream of.-there are lessons in every character, good or bad, that somehow mix very well and sink in because of the natural feel of the story. that's hard to do in many things.-i love the cuteness and how that somehow softens the heart to help things sink in and connect with them and that helps again sell the feel of the movie.-have not felt this way since shrek 2.dislikes:the darkness
-it's a necessary element of the story, but at times goes a tad too dark that you may not want young ones exposed to.-caution with kids, as there is plenty of nightmare fuel for them to see and you need to be cautious.-might be a tad too sinister at times, and though humorous, again caution with who you might take to see this film, as the lessons might be a bit foreboding and depressing.predictable
-the lines of the dialog are too laden with foreshadowing to not guess the ending.-the movie's trailers ruined a lot of things and if you remember that can lead to knowing what's coming, which this movie did a little too much and thus ruined the surprise element.-kind of hard not to guess this from so many other elements to know how this movie is going to end, but if you can turn your memory and clues off, it doesn't' matter.too many antagonists
-one of my biggest complaints is too many antagonists and not enough time to explore them all
-they do tie things up enough that everyone is worth it, but it just doesn't sell them perfectly when you have three sets of baddies and try to make them vie for superiority.-need one less antagonist that might have made for better cat and mouse games, action, and overall plot development that could have made this an even better movie.-several character just seem extra and again, did not need all of them in this one movie given the way it ends.the comedy is still tapered
-it's starting to go back to shrek, but it's not quite there yet for me.-still a little tapered to the know and kiddy, alongside the fact that it gets lost in banter and running jokes that things sort of peter out.-where was the witty retorts and the euphemisms that made shrek, shrek.-they took better steps toward the movie though, and there is foundation to build from in the future should more be made.the animation changes at times
-the animation changes are almost always during the fight scenes, and though tapered in amount rob the movie of something.-the comic book feel is cool, but why could we not have more fluid finishes and make it feel like the spiderman movie style to make the gamble fully worth the experimentation with?-just felt like add on and would have liked to stay in the lanes or again maximize the use of this style.the action still not complete
--shrek and shrek 2 have the action scenes for this series that are my most enjoyable moments.-this movie has those elements that again brush the quality, but they just don't have the same chemistry and choreography to match that level.-the stakes are starting to return, but fizzle out or are sort of just dragged than elevated.-they sometimes go too silly and return to the level of movies three and four, that are enjoyable, but still not balanced or worth the fight.-often was shorter than i wanted it to be and the fights just didn't connect as well or utilize all the tools that again the predecessors did. chaotic and haphazard use is funny, but chaos does lead to sloppy action scenes.the verdict
i must say, puss in boots: the last wish was a much better film than when i walked in. perhaps it's due to my negative mindset going in, but the movie really does start stepping back to the shrek roots that pulled me into the series in the first place. animation is solid and a bit diverse, with acting and direction to help pull the feelings into the character development occurring. it evolves the cat's tale and puts the engaging atmosphere in, with plenty of adorable and heartfelt characters to play in. and it has great voice acting that delivers solid comedy at times and makes for the wild ride that they were making and it does work. this film is indeed a solid return to the world and i had a lot of fun in theater appreciating all the design elements this movie holds. however, the movie is on the right track but has not quite reached the goal and there are still elements that need to continue to rework to get the full magic. balance is the key really, as the darkness is a little much and the predictability offsetting some of the balance i was looking for. the movie has too many bad guys trying to balance between things that are complete, but not fully realized with puss in boots' story and one less might have been a good direction for me personally. and the action and comedy are again hinting at how good things can be, but again is not hitting it out of the park for me and still can return to the quality of the shrek that we saw in the first two movies. still, i do recommend giving this movie a shot, but be warned about the darkness to watch out for and be cautious with the kiddos who are sensitive to these things."
"2160","game of thrones","snoopystyle",2023-01-15,8," existential crisis of an animated character
","puss in boots (antonio banderas) dies. it turns out that it's his eighth death and he only has one more life. he has an existential crisis and retires from his adventures. he is told about a wishing star and sets off to restore his lives.puss in boots is a fun character in the wider shrek universe. it's over a decade since his first stand-alone movie. ignoring dangers is what make him fun. there is a charming cluelessness to the character. i've never considered the why and how of it all. i certainly didn't consider giving him existential dread as the catalyst for his next movie. this maintains the fun and vibrant energy of puss in boots while giving his character some real depth."
"2161","game of thrones","wolfinflannel",2023-10-21,10," restored my faith in animated movies!
","puss and boots: the last wish was a true 'feel good' movie. the plot was well thought out and transitioned flawlessly from the last puss and boots film. what made this different from the previous movie is the mature theme and sentiments that made the film enjoyable and illuminating for all ages. the story progression was smooth and did not make the movie feel too short or too long. the story's theme (life is too short, so we must value what we have) flows through several different angles and characters throughout the story. the theme is not lost during the movie and is carried by the protagonist's emotions and personal growth. the characters in this movie helped express the theme and made the film more enjoyable. puss was the perfect protagonist, and his personal growth in the movie showed the audience that it is never too late for a fresh start, especially given that his character did not transition from the last film to the beginning of this one. kitty and pedrito's contrasting personalities and feelings allow two perspectives to get through to puss and show him what it means to be a family. goldy and the three bears added an extra obstacle for 'team friendship' but highlighted the theme through their growth. death was a great character because he was simply doing his job and was the character that indirectly pushed puss to become a better person and respected him for it. jack horner was an excellent antagonist because he was indeed a villain. instead of a character that was hurt by society or had good intentions deep down, this character was a pure monster. it was refreshing to have a villain that everyone could get behind disliking. the dialogue in this movie was powerful. each sentence helped tell the story, and it did not feel like there were any filler lines. the comic relief was natural, and the emotional conversations were deep. the imagery and background in the film were well articulated and detailed. each setting aligned with the active story and flowed with the transitions. the background music of the story was also fitting; it added an extra layer for the viewer and did not distract them from the story. this movie gave hope for the future of animated movies in america."
"2162","game of thrones","thegraydude",2023-01-15,10," the best animated film of the past 5 years
","this film is extremely entertaining, hilarious, but also intriguing and can be genuinely intense. it has some very dark scenes and a surprising amount of violence, which is complimented by a ton of great dark humor (mostly brought on by john mulaney's character). the characters are all very well developed and fleshed out (everyone has backstories for example), many of them get satisfying archs. on the technical side, this film is incredibly animated and every frame looks gorgeous. it has a unique style on the animation that really makes this movie its own, and it doesn't feel like a rip-off of spider verse to me at all. there's a ton of detail and symbolism to analyze with this film as well, especially in the battle scenes between puss and the wolf, which have a ton of interesting details and moves (as far as a cat vs a wolf goes).i always complain about finales in animated movies being underwhelming, but this movie had an amazing finale that is not too short or too long, has some amazing battles, character archs, and satisfying moments (also the setpiece they use is awesome)this movie is great for kids and adults. it's just that good."
"2163","game of thrones","masonsaul",2023-02-07,10," superb sequel
","puss in boots: the last wish is a sequel that wasn't asked for but that just makes it's surprisingly high quality all the better, a sequel that far exceeds the enjoyable original with a mature story about rejecting the fear of death and accepting that life is special because of its mortality.you can tell that antonio banderas loves playing this character a lot and it absolutely comes across in his voice acting. he never sounds like he's phoning it in once and still has all the charisma and energy of the character after all these years.salma hayek also has just as much energy and charm this time around and has a very natural chemistry with banderas. harvey guillen could've easily become annoying with his endless optimism but that never happens and he's just so lovable and pure.wagner moura is note perfect with an all time great animated villain whose threatening voice acting matches his characters visual look so well and is able to bring new life to a film that's already so alive whenever he's on screen.joel crawford's direction is amazing, the action sequences are so inventive and fun to watch and the lower frame rate makes them even better. the animation itself is absolutely gorgeous, so much better than what came before with a vibrancy that stuns from beginning to end as an oil painting come to life."
"2164","game of thrones","rectangular_businessman",2023-04-29,8," the best dreamworks film in a long time
","you know, i was a bit skeptical at first, considering that it seemed nothing else could be done with the shrek franchise by this point.suprisingly enough, this movie turned out to be a very enjoyable experience, mostly due its gorgeous visual style, featuring the most splendid animation any dreamworks film had since rise of the guardians.a pretty fun and enjoyable adventure film for the whole family, with an effective balance between wacky cartoonish comedy and emotional pathos.my only complaint is the somewhat forced ""sequel hook"" at end, but it seems that every movie nowadays must be some part of ""cinematic universe"" where nothing ever ends.remember that it was the excessive milking of the shrek franchise what caused people getting sick of said character on the first place.still, a pretty solid film nonetheless."
"2165","game of thrones","xkgdsrd",2022-12-23,10," watch out, disney
","i can't believe how much i loved this movie, the animation, the script, the characters, the story, even the music, everything about this film is oscar worthy. yes, it's really that good. it's hard to believe this is a sequel to a spin-off from a franchise that already had so many movies, this film blows all of them out of the water. yes, this movie is better than shrek, just do yourself a favor and watch the film in theaters while it lasts, you will not regret seeing this style of animation on the big screen. my only complaint is john mulaney was sort of distracting as a voice, i couldn't focus on the character because of the voice."
"2166","game of thrones","cinema-reviewer321",2023-01-08,10," the legendary puss in boots
","i have seen good movies in the year of 2022, but puss in boots: the last wish (2022) is by far the best animated movie of 2022 and is my favorite movie from that year. also, it is the best movie in the shrek franchise.the voice cast is great; antonio banderas as puss in boots was great, salma hayek was great, and harvey guillén as perrito was great because they are good characters, and they are funny. florence pugh as goldilocks, olivia colman as mama bear, ray winstone as papa bear, and samson kayo as baby bear were funny, and they were also good characters.there is this wolf villain in the movie that is legit creepy, was such a cool character. he does certain things that makes him a great villain for puss in boots to go against, and he is voiced by wagner moura who has a great voice for this character.the animation is beautiful in this movie; it has amazing action scenes, pretty scenery, and imaginable locations that look great in this animation style. the movie is also creative in how it uses fairytale locations and items from those stories, which is what makes another villain character voiced by john mulaney funny to watch.the movie has a simple plot but does it in a creative way with great characters, and some little references to shrek. what i especially loved was how puss in boots starts laughing in the face of danger, but because he is on his last life, he starts getting scared and starts thinking about what he has done with his earlier lives and how spent them.i had a fun time with puss in boots: the last wish (2022); it has fantastic animation, it was funny, it has great characters, it has great emotional moments, and there are great action scenes. i highly recommend checking this movie out because you will have gun with it, and i am excited to see this movie again when i get the chance."
"2167","game of thrones","jakebunker",2023-07-08,10," believe the hype
","this is the best animated feature since into the spider-verse, and probably better than toy story 4 and soul. i don't find many movies rewatchable nowadays and this is one of the few. not only is it a visual masterpiece (huge credit to the animators, well done!) but from a critical standpoint is has extremely well done characters, an engaging and relatable story, and takes very bold actions that will leave animation-lovers stunned for years to come. spoilers would be ruining an experience that you simply must witness for yourself, so what are you waiting for? believe the hype, go watch it if you haven't already! 9.5/10 but imma round up.edit: i've given it a year and came back to it and it's just even better the second viewing. in my opinion this is dreamwork's greatest movie (especially if you take away the first 5 minutes), better than kung fu panda, how to train your dragon, even prince of egypt. also the only dreamworks movie that i think deserves a 10/10. it's one thing to make an actually good and compelling story but to be also very entertaining and engaging for everyone is another feat. the user ratings and critics ratings are way too low. most criticisms of the movie are, imo, flawed, non-existent or biased. i sincerely cannot recommend this movie enough."
"2168","game of thrones","soumikbanerjee1996",2023-01-12,8," one darn good entertainer!
","this has caused quite a stir in recent days, and it's it safe to say that it eventually caught my interest. speaking for myself, i knew nothing about puss because i had never seen a single movie in the 'shrek' lineup, which sparked my curiosity even more.to prep for this allegedly wonderful sequel, i had to finish the first film first, which i did. i saw the first puss in boots movie this morning, but to my utter disappointment, it did not meet my expectations, and uncertainty worked its way in. i was worried about whether the sequel would live up to the hype.and i am pleased to report that it did. 'the last wish' may not be among the best films i have ever seen, but it is an interesting and enjoyable watch for sure.the visuals are absolutely gorgeous, the blend of two distinct animation art styles makes for an interesting cinematic experience, the score, too, sprinkled its fair share of magic, and on top of that, the characters are more fleshed out, unlike the last time, and the inclusion of 'perrito' and 'death' brought radical changes to the narrative, their mere presence made this more exciting."
"2169","game of thrones","jaredkjacoby",2023-02-07,10," love it!
","after losing his eighth life to a bell falling on top of him, puss in boots is down to his last life. an encounter from a vicious bounty hunter with a frightening presence destroys his confidence and for the first time, he feels fear. after escaping by the skin of his teeth, he decides he is no longer worthy of the name puss in boots and begins life as an adopted cat. he learns about the dark forest where someone can make a wish on the wishing star. with this in mind, the crafty feline returns to adventure to get his lives back.a little late to review this movie, but i still caught it in theaters. i knew from the trailer that this would be a cool movie. at first, i was wondering why dreamworks is creating another puss in boots movie. it feels weird to make a sequel to a spin-off that came out over a decade ago. as someone who has not watched the original puss in boots, i do not think you need to watch the original to get what is going on here aside from maybe puss' relationship with kitty softpaws. with that said, let me tell you how good this movie is!puss in boots: the last wish is everything i love about animated films. first of all, the animation looks absolutely stunning. the movie has probably the best animation from a cgi film i have ever seen. not only do the movement and expressions look smooth and crisp, the cinematography and imagery looks amazing and memorable too. there are many awesome shots in this film such as a shot of puss staring in the eyes of death. these shots strengthen the emotional moments and even some of the funny moments as well. every shot in this movie looks awesome. the animation really shows its fluidity in the action scenes. this movie has better action than 90% percent of the live-action blockbusters out there. the set pieces are so dynamic and entertaining that there is not a boring moment in the film. the opening set piece sets the tone for the entire movie and from that point forward, i knew i was in for a ride. the soundtrack is awesome too from the catchy score to the fun opening song for puss in boots.fantastic visuals aside, the story is memorable too. this movie pushes its pg rating. there is blood, cursing and dark themes that may frighten younger viewers. the story is about how puss is reacting to the idea that he is on deaths door. if he dies one more time, he will be gone forever. this is a movie where we see one of the coolest and most confident characters in animation lose his confidence. with that, he has a character arc that gives him depths and flaws that are relatable so even when he does something kind of selfish, you can still sympathize with his motivations. this movie has a lot of stylish action and funny jokes, but the scenes revolving around the wolf ramp up the dark tone of the movie. it never loses its sense of humor and this is one funny movie. i love the snarky dialogue, perrito gets one scene with goldilocks and the three bears that steals the show comedy wise. this movie has the perfect mix of comedy, action, drama and emotional moments to make it stand out.in addition to a great story, the cast of characters are memorable too. puss is at his best. he is the same awesome and adorable character from shrek, but he is given a lot of vulnerability here. he starts out as this arrogant, but powerful guy who can take down giants, but when he sees that death is coming for him, you can see how it shakes him to the core. his friends kitty softpaws and especially perrito are great characters too. perrito seems like the guy that would annoy everyone, but he is a great support character who is hilarious and just plain adorable. he is also surprisingly aware of emotions. there is one scene with him and puss that warmed my heart.as for the antagonists, the wolf is one of my favorite antagonists in an animated film. he has a badass voice, he completely changes the tone of the movie and he wipes out puss' bravado entirely and reduces him to a frightened cat. he is also a great fighter, but it is his presence, voice, dialogue and whistle that make him truly memorable. kids might have nightmares because of him. goldilocks and the three bears are fun anti-villains that have a sweet bond with each other. then there is the gluttonous scumbag jack horner. this is the character the writers decided to just make as hilariously hatable and disgusting as possible. they make no attempt to give this guy any sympathetic trait and i love it. we need more outright terrible people in new animated films. he is a funny villain with how unapologetic he is towards his minions, but you will be actively rooting for this character's demise.every single character in this film is memorable to a degree. it helps that the voice acting in this movie is excellent with antonio banderas as puss, salma hayek as kitty, harvey gullén as perrito, john mulaney as jack horner and especially wagner moura as the wolf. moura might have one of the best voices for a villain in animation i have seen in a while. each person brings their character to life in this movie. i can see any main character here being someone's favorite in the movie. that is how you know that you have a great cast.there is not a dull moment in this movie. puss in boots: the last wish is everything i love about animation and more. i did not expect a movie like this to be that great, but when i saw the trailers with the gorgeous animation, i knew this movie was going to be a ride. i did not expect it to become one of my favorite films of 2022, but it definitely. i really hope it wins best animated feature at the academy awards this year. dreamworks deserves this one. check it out as soon as you can."
"2170","game of thrones","the_lion_guard_88",2022-12-22,10," the best animated movie of 2022!
","this movie was a blast!!saw it in the theatre the day it came out and i loved it!even if there was a change in animation (which the one in the 2011 one had more detail), this one still had the spark to a good plotthe audacity between the wolf and puss throughout the movie gave it the ""thriller"" theme somewhat but it was amazing, i am a horror fan and loved that, anytime i see two red glowing dots, i think of the wolfamazing story, plot, characters, animation, everything, same how i felt with the 2011 version, the 2011 version was the first movie i saw in the movie theatre (i was 4 years old) and it has been my favorite dreamworks movie ever since, but now this and the 2011 puss in boots is tied for my favoritesthis is by far the best movie made in 2022! amazing job to the dreamworks team for making such an amazing movie!"
"2171","game of thrones","moviewarfare",2023-01-14,9," puss in boots: into the shrekverse
","puss in boots: the last wish is the sixth entry in the shrek franchise and a sequel to the spinoff film from over a decade ago. all the writings on the wall screamed cash grab and milking a franchise. yet somehow this movie ended up being an absolute blast to watch!the animation is stylistic, vibrant and gorgeous with animation that is inspired by the spiderverse movies. every frame is whacky and creative! the story is also wonderfully done despite the short runtime. it gives a very poignant and meaningful message to the audience. what surprised me the most though was the action scenes! dreamwork didn't need to go that hard but wow those action scenes are choreographed so well!i don't like milking a franchise for over 20 years but this film gives me slight hope that the next entry might be worth watching."
"2172","game of thrones","pabloliva",2023-08-26,10," outstanding story
","in a time where movie plots are increasingly trite and unimaginative, one of the best scripts of the year comes in this story.each character is fantastically developed, the tale being told is excellent, the animation is gorgeous. antonio banderas absolutely nails the voice acting, but he's joined by a fantastic cast, each one delivering a great performance.the beginning might be a bit off-putting, but after the first 20 minutes this movie finds its stride and just keeps on delivering until the credits finish rolling.my kudos to dreamworks for not going with an easy cash grab, and instead taking their time to deliver some of their greatest work."
"2173","game of thrones","josemigu",2022-12-11,9," it's better than original
","puss in boots the last wish improves considerably on its predecessor, with spectacular animation and a plot worthy of the franchise.the animation looks incredible in the action and chase sequences, the effort put into the film is noticeable, the same applies to the soundtrack that perfectly accompanies every moment of the movie. antonio banderas performs a good performance giving emotional and funny moments.i am glad that dreamworks have rescued this project and have given it a facelift for this time, providing an entertaining movie for both children and adults.i love this movie and i can't wait for the moment to see it again."
"2174","game of thrones","feastmode",2024-01-11,9," great writing ftw
","i'm dumbfounded. i had no interest in watching this. i hadn't seen the first one or any of the shrek movies. then nearly every youtube reviewer i follow had it on their top 10 movies of the year list. so i reluctantly added it to my watch list. a year later, i finally watch it.how is this so good? i was fully locked in from the opening shot to the end credits. great writing. stunning animation. amazing action scenes that remind me of a combination of anime and spider-verse.and of course, this movie is hilarious. one scene involving jack horner and the ethical bug had me crying. i watched it four times, tears all over my face.what else? great characters with arcs, even with side characters. lots of cool new ideas involving the pathway to the star, which is then used to create innovative action sequences. it makes it feel so original.i had an absolute blast with this movie. entertaining to the max.(1 viewing, 1/10/2024)"
"2175","game of thrones","timeblank",2022-12-25,10," gave me a great experience
","animation movies usually are comedic and does not treat itself seriously. however, this move surprised me. it gave the characters a story and took it to the next level. puss and boots has used up 8 of his 9 lives. the wolf who looks like death is truly a terrifying character that made puss and boots really scared of death. i love everything in this movie. goldilocks is looking for a family, kitty softpaws looking for true love, perro is looking for friends, and jack horner is looking for power.the animation style is very well done and looks absolutely stunning. i love this movie and i would watch it again and again. what a great way to end 2022."
"2176","game of thrones","planktonrules",2023-03-17,8," a cgi film more for the grown-ups than the kids.
","""puss in boots: the last wish"" is a most unusual cgi film from dreamworks. this is because although kids might like it, it's clearly intended for adults. after all, the film has very strong existential elements....things that would be mostly lost on kids.this film starts with the usual self-assured heroism you would expect in a puss in boots cartoon. but then something most unusual happens...after defying death again and again, puss suddenly realizes his own mortality, as he realizes he's used up eight of his nine lives...and soon he will die once and for all! as a result, he's now afraid to be his old dashing self. so, he goes off in search of some magical wish...in the hopes that he can regain his previous lives. but, not surprisingly, along the way he discovers so much more.the animation is lovely and the story quite enjoyable. there really isn't much to complain about with this story...it's well made and hard not to like. it also is amazingly deep and unusual...not the usual vacuous sequel just made to capitalize on the original film's success."
"2177","game of thrones","amenzli",2022-12-15,10," haven't seen an animated movie like this in years
","wow ! dreamsworks has always been good with sequels and i think it is safe to say this might be their best sequel to date .without giving much of the plot there are many new characters and fairy tales introduced here and they actually help elevate the story alongside with being so cute ,loveable and hilarious .appealing to both kids and adults ,this movie was a treat ,it mixes being a fun continuation to the story without repeating the same tropes of the first movie and also handles heavy topics without feeling grim ,dark or taking itself too seriously.highly recommended and worth every penny 👌"
"2178","game of thrones","huwbutts",2023-02-16,10," puts most recent movies, not just animated movies, to shame.
","in an age when movie and tv franchises seem to aim just to be divisive and disappointing (i'm looking at you, disney), i don't think anyone was expecting much from puss in boots: the last wish - certainly not i.after the first 5 minutes, i knew this was something special.firstly, the art style is phenomenal - taking ideas from arkane and enter the spiderverse, every frame looks like it could be a painting (which is intentional and very hard to pull off), and the action/cinematography is top fluid but bombastic. the 2d elements make it appear hand-animated at times, which adds to the magical feel, and makes it feel like it belongs with the animated greats of last century.the music is incredible, with tunes that will stick in your head for weeks, and the fight choreography syncing with the beat makes most of the movie feel like a 1.5 hour long trailer (which is obviously a good thing).the dialogue is incredibly written, along with the story as a whole. not a line is wasted - this is the most efficient storytelling i think i've ever seen. in a 'short' movie, characters are introduced and fleshed out in such a way that they will stick with you, and you can't wait to see them again. the cast do a great job of selling them too. goldi and the bears come out with brilliant british-isms, and as another reviewer said, the script grapples with very deep themes without taking itself too seriously.and then there's the wolf. this character is why the movie is a solid 10 for me. his style, his voice, his motivation, just his whole deal, is the reason this is now in my top 5 movies of all time (no, i'm serious).at a time when disney seem set on watering down their movies such that they have no plot, no antagonists, no stakes, no soul - dreamworks have taken on the mantle.it made me laugh, and it made me well up - even on re-watching. partly because it has some touching moments, but also because it reminds me of better, simpler days, when people knew right from wrong, when love and romance were valued. you might think i'm overselling it, but hollywood is where the fight for our values is playing out.there are those that say that hollywood is done - i know i do. but dreamworks have provided a glimmer of hope in the most excellent way."
